year,fmp,binL,sex,Frequency,Source,Species,Year,FMP,Sex
2011,BSAI,50,M,1,IPHCLL,310,NA,NA,NA
2011,BSAI,60,M,2,IPHCLL,310,NA,NA,NA
2011,BSAI,65,M,2,IPHCLL,310,NA,NA,NA
2011,BSAI,70,F,3,IPHCLL,310,NA,NA,NA
2011,BSAI,70,M,1,IPHCLL,310,NA,NA,NA
2011,BSAI,75,F,4,IPHCLL,310,NA,NA,NA
2011,BSAI,80,F,2,IPHCLL,310,NA,NA,NA
2011,BSAI,85,M,1,IPHCLL,310,NA,NA,NA
2011,BSAI,90,F,2,IPHCLL,310,NA,NA,NA
2011,BSAI,95,F,1,IPHCLL,310,NA,NA,NA
2011,BSAI,100,F,1,IPHCLL,310,NA,NA,NA
2011,CAN,45,F,1,IPHCLL,310,NA,NA,NA
2011,CAN,50,F,9,IPHCLL,310,NA,NA,NA
2011,CAN,50,M,6,IPHCLL,310,NA,NA,NA
2011,CAN,55,F,14,IPHCLL,310,NA,NA,NA
2011,CAN,55,M,17,IPHCLL,310,NA,NA,NA
2011,CAN,60,F,21,IPHCLL,310,NA,NA,NA
2011,CAN,60,M,66,IPHCLL,310,NA,NA,NA
2011,CAN,65,F,32,IPHCLL,310,NA,NA,NA
2011,CAN,65,M,87,IPHCLL,310,NA,NA,NA
2011,CAN,70,F,23,IPHCLL,310,NA,NA,NA
2011,CAN,70,M,24,IPHCLL,310,NA,NA,NA
2011,CAN,75,F,55,IPHCLL,310,NA,NA,NA
2011,CAN,75,M,2,IPHCLL,310,NA,NA,NA
2011,CAN,80,F,71,IPHCLL,310,NA,NA,NA
2011,CAN,85,F,49,IPHCLL,310,NA,NA,NA
2011,CAN,90,F,15,IPHCLL,310,NA,NA,NA
2011,CAN,95,F,2,IPHCLL,310,NA,NA,NA
2011,GOA,45,F,1,IPHCLL,310,NA,NA,NA
2011,GOA,45,M,1,IPHCLL,310,NA,NA,NA
2011,GOA,50,F,16,IPHCLL,310,NA,NA,NA
2011,GOA,50,M,19,IPHCLL,310,NA,NA,NA
2011,GOA,55,F,102,IPHCLL,310,NA,NA,NA
2011,GOA,55,M,96,IPHCLL,310,NA,NA,NA
2011,GOA,60,F,192,IPHCLL,310,NA,NA,NA
2011,GOA,60,M,216,IPHCLL,310,NA,NA,NA
2011,GOA,65,F,223,IPHCLL,310,NA,NA,NA
2011,GOA,65,M,309,IPHCLL,310,NA,NA,NA
2011,GOA,70,F,189,IPHCLL,310,NA,NA,NA
2011,GOA,70,M,130,IPHCLL,310,NA,NA,NA
2011,GOA,75,F,159,IPHCLL,310,NA,NA,NA
2011,GOA,75,M,31,IPHCLL,310,NA,NA,NA
2011,GOA,80,F,137,IPHCLL,310,NA,NA,NA
2011,GOA,80,M,3,IPHCLL,310,NA,NA,NA
2011,GOA,85,F,90,IPHCLL,310,NA,NA,NA
2011,GOA,85,M,2,IPHCLL,310,NA,NA,NA
2011,GOA,90,F,46,IPHCLL,310,NA,NA,NA
2011,GOA,95,F,13,IPHCLL,310,NA,NA,NA
2011,GOA,100,F,4,IPHCLL,310,NA,NA,NA
2011,WC,40,M,4,IPHCLL,310,NA,NA,NA
2011,WC,45,F,1,IPHCLL,310,NA,NA,NA
2011,WC,45,M,5,IPHCLL,310,NA,NA,NA
2011,WC,50,F,4,IPHCLL,310,NA,NA,NA
2011,WC,50,M,9,IPHCLL,310,NA,NA,NA
2011,WC,55,F,11,IPHCLL,310,NA,NA,NA
2011,WC,55,M,19,IPHCLL,310,NA,NA,NA
2011,WC,60,F,11,IPHCLL,310,NA,NA,NA
2011,WC,60,M,48,IPHCLL,310,NA,NA,NA
2011,WC,65,F,17,IPHCLL,310,NA,NA,NA
2011,WC,65,M,49,IPHCLL,310,NA,NA,NA
2011,WC,70,F,25,IPHCLL,310,NA,NA,NA
2011,WC,70,M,21,IPHCLL,310,NA,NA,NA
2011,WC,75,F,27,IPHCLL,310,NA,NA,NA
2011,WC,75,M,2,IPHCLL,310,NA,NA,NA
2011,WC,80,F,43,IPHCLL,310,NA,NA,NA
2011,WC,85,F,39,IPHCLL,310,NA,NA,NA
2011,WC,90,F,7,IPHCLL,310,NA,NA,NA
2011,WC,95,F,1,IPHCLL,310,NA,NA,NA
2011,WC,100,M,1,IPHCLL,310,NA,NA,NA
2012,BSAI,60,M,1,IPHCLL,310,NA,NA,NA
2012,BSAI,65,F,1,IPHCLL,310,NA,NA,NA
2012,BSAI,70,F,2,IPHCLL,310,NA,NA,NA
2012,BSAI,70,M,1,IPHCLL,310,NA,NA,NA
2012,BSAI,75,F,2,IPHCLL,310,NA,NA,NA
2012,BSAI,80,F,2,IPHCLL,310,NA,NA,NA
2012,BSAI,85,F,3,IPHCLL,310,NA,NA,NA
2012,BSAI,100,F,1,IPHCLL,310,NA,NA,NA
2012,CAN,40,F,2,IPHCLL,310,NA,NA,NA
2012,CAN,45,F,2,IPHCLL,310,NA,NA,NA
2012,CAN,45,M,1,IPHCLL,310,NA,NA,NA
2012,CAN,50,F,4,IPHCLL,310,NA,NA,NA
2012,CAN,50,M,10,IPHCLL,310,NA,NA,NA
2012,CAN,55,F,16,IPHCLL,310,NA,NA,NA
2012,CAN,55,M,24,IPHCLL,310,NA,NA,NA
2012,CAN,60,F,21,IPHCLL,310,NA,NA,NA
2012,CAN,60,M,57,IPHCLL,310,NA,NA,NA
2012,CAN,65,F,28,IPHCLL,310,NA,NA,NA
2012,CAN,65,M,83,IPHCLL,310,NA,NA,NA
2012,CAN,70,F,36,IPHCLL,310,NA,NA,NA
2012,CAN,70,M,36,IPHCLL,310,NA,NA,NA
2012,CAN,75,F,90,IPHCLL,310,NA,NA,NA
2012,CAN,75,M,5,IPHCLL,310,NA,NA,NA
2012,CAN,80,F,176,IPHCLL,310,NA,NA,NA
2012,CAN,85,F,152,IPHCLL,310,NA,NA,NA
2012,CAN,90,F,43,IPHCLL,310,NA,NA,NA
2012,CAN,95,F,6,IPHCLL,310,NA,NA,NA
2012,GOA,45,M,1,IPHCLL,310,NA,NA,NA
2012,GOA,50,F,13,IPHCLL,310,NA,NA,NA
2012,GOA,50,M,5,IPHCLL,310,NA,NA,NA
2012,GOA,55,F,54,IPHCLL,310,NA,NA,NA
2012,GOA,55,M,57,IPHCLL,310,NA,NA,NA
2012,GOA,60,F,129,IPHCLL,310,NA,NA,NA
2012,GOA,60,M,173,IPHCLL,310,NA,NA,NA
2012,GOA,65,F,197,IPHCLL,310,NA,NA,NA
2012,GOA,65,M,271,IPHCLL,310,NA,NA,NA
2012,GOA,70,F,227,IPHCLL,310,NA,NA,NA
2012,GOA,70,M,114,IPHCLL,310,NA,NA,NA
2012,GOA,75,F,202,IPHCLL,310,NA,NA,NA
2012,GOA,75,M,28,IPHCLL,310,NA,NA,NA
2012,GOA,80,F,192,IPHCLL,310,NA,NA,NA
2012,GOA,80,M,3,IPHCLL,310,NA,NA,NA
2012,GOA,85,F,121,IPHCLL,310,NA,NA,NA
2012,GOA,85,M,1,IPHCLL,310,NA,NA,NA
2012,GOA,90,F,61,IPHCLL,310,NA,NA,NA
2012,GOA,95,F,14,IPHCLL,310,NA,NA,NA
2012,GOA,100,F,4,IPHCLL,310,NA,NA,NA
2012,WC,45,F,1,IPHCLL,310,NA,NA,NA
2012,WC,50,F,1,IPHCLL,310,NA,NA,NA
2012,WC,55,F,2,IPHCLL,310,NA,NA,NA
2012,WC,55,M,1,IPHCLL,310,NA,NA,NA
2012,WC,60,M,6,IPHCLL,310,NA,NA,NA
2012,WC,65,F,7,IPHCLL,310,NA,NA,NA
2012,WC,65,M,10,IPHCLL,310,NA,NA,NA
2012,WC,70,F,9,IPHCLL,310,NA,NA,NA
2012,WC,70,M,9,IPHCLL,310,NA,NA,NA
2012,WC,75,F,32,IPHCLL,310,NA,NA,NA
2012,WC,75,M,2,IPHCLL,310,NA,NA,NA
2012,WC,80,F,65,IPHCLL,310,NA,NA,NA
2012,WC,85,F,79,IPHCLL,310,NA,NA,NA
2012,WC,85,M,1,IPHCLL,310,NA,NA,NA
2012,WC,90,F,37,IPHCLL,310,NA,NA,NA
2012,WC,95,F,4,IPHCLL,310,NA,NA,NA
2013,BSAI,55,F,1,IPHCLL,310,NA,NA,NA
2013,BSAI,60,F,2,IPHCLL,310,NA,NA,NA
2013,BSAI,60,M,3,IPHCLL,310,NA,NA,NA
2013,BSAI,65,F,2,IPHCLL,310,NA,NA,NA
2013,BSAI,70,F,4,IPHCLL,310,NA,NA,NA
2013,BSAI,70,M,3,IPHCLL,310,NA,NA,NA
2013,BSAI,75,F,6,IPHCLL,310,NA,NA,NA
2013,BSAI,80,F,6,IPHCLL,310,NA,NA,NA
2013,BSAI,85,F,2,IPHCLL,310,NA,NA,NA
2013,BSAI,85,M,1,IPHCLL,310,NA,NA,NA
2013,CAN,40,F,1,IPHCLL,310,NA,NA,NA
2013,CAN,45,F,1,IPHCLL,310,NA,NA,NA
2013,CAN,45,M,3,IPHCLL,310,NA,NA,NA
2013,CAN,50,F,12,IPHCLL,310,NA,NA,NA
2013,CAN,50,M,9,IPHCLL,310,NA,NA,NA
2013,CAN,55,F,29,IPHCLL,310,NA,NA,NA
2013,CAN,55,M,40,IPHCLL,310,NA,NA,NA
2013,CAN,60,F,32,IPHCLL,310,NA,NA,NA
2013,CAN,60,M,120,IPHCLL,310,NA,NA,NA
2013,CAN,65,F,65,IPHCLL,310,NA,NA,NA
2013,CAN,65,M,132,IPHCLL,310,NA,NA,NA
2013,CAN,70,F,57,IPHCLL,310,NA,NA,NA
2013,CAN,70,M,37,IPHCLL,310,NA,NA,NA
2013,CAN,75,F,58,IPHCLL,310,NA,NA,NA
2013,CAN,75,M,4,IPHCLL,310,NA,NA,NA
2013,CAN,80,F,95,IPHCLL,310,NA,NA,NA
2013,CAN,80,M,1,IPHCLL,310,NA,NA,NA
2013,CAN,85,F,68,IPHCLL,310,NA,NA,NA
2013,CAN,90,F,19,IPHCLL,310,NA,NA,NA
2013,CAN,95,F,5,IPHCLL,310,NA,NA,NA
2013,GOA,45,F,1,IPHCLL,310,NA,NA,NA
2013,GOA,50,F,13,IPHCLL,310,NA,NA,NA
2013,GOA,50,M,6,IPHCLL,310,NA,NA,NA
2013,GOA,55,F,63,IPHCLL,310,NA,NA,NA
2013,GOA,55,M,34,IPHCLL,310,NA,NA,NA
2013,GOA,60,F,165,IPHCLL,310,NA,NA,NA
2013,GOA,60,M,135,IPHCLL,310,NA,NA,NA
2013,GOA,65,F,245,IPHCLL,310,NA,NA,NA
2013,GOA,65,M,208,IPHCLL,310,NA,NA,NA
2013,GOA,70,F,309,IPHCLL,310,NA,NA,NA
2013,GOA,70,M,110,IPHCLL,310,NA,NA,NA
2013,GOA,75,F,228,IPHCLL,310,NA,NA,NA
2013,GOA,75,M,31,IPHCLL,310,NA,NA,NA
2013,GOA,80,F,150,IPHCLL,310,NA,NA,NA
2013,GOA,85,F,88,IPHCLL,310,NA,NA,NA
2013,GOA,85,M,1,IPHCLL,310,NA,NA,NA
2013,GOA,90,F,45,IPHCLL,310,NA,NA,NA
2013,GOA,95,F,12,IPHCLL,310,NA,NA,NA
2013,GOA,100,F,1,IPHCLL,310,NA,NA,NA
2013,WC,40,M,1,IPHCLL,310,NA,NA,NA
2013,WC,45,M,1,IPHCLL,310,NA,NA,NA
2013,WC,50,F,1,IPHCLL,310,NA,NA,NA
2013,WC,55,F,5,IPHCLL,310,NA,NA,NA
2013,WC,55,M,3,IPHCLL,310,NA,NA,NA
2013,WC,60,F,7,IPHCLL,310,NA,NA,NA
2013,WC,60,M,11,IPHCLL,310,NA,NA,NA
2013,WC,65,F,8,IPHCLL,310,NA,NA,NA
2013,WC,65,M,24,IPHCLL,310,NA,NA,NA
2013,WC,70,F,18,IPHCLL,310,NA,NA,NA
2013,WC,70,M,9,IPHCLL,310,NA,NA,NA
2013,WC,75,F,37,IPHCLL,310,NA,NA,NA
2013,WC,75,M,1,IPHCLL,310,NA,NA,NA
2013,WC,80,F,54,IPHCLL,310,NA,NA,NA
2013,WC,85,F,59,IPHCLL,310,NA,NA,NA
2013,WC,90,F,17,IPHCLL,310,NA,NA,NA
2013,WC,95,F,3,IPHCLL,310,NA,NA,NA
2014,BSAI,60,F,2,IPHCLL,310,NA,NA,NA
2014,BSAI,65,F,3,IPHCLL,310,NA,NA,NA
2014,BSAI,65,M,1,IPHCLL,310,NA,NA,NA
2014,BSAI,70,F,5,IPHCLL,310,NA,NA,NA
2014,BSAI,70,M,1,IPHCLL,310,NA,NA,NA
2014,BSAI,75,F,2,IPHCLL,310,NA,NA,NA
2014,BSAI,80,F,3,IPHCLL,310,NA,NA,NA
2014,BSAI,80,NULL,1,IPHCLL,310,NA,NA,NA
2014,BSAI,85,F,2,IPHCLL,310,NA,NA,NA
2014,BSAI,90,F,3,IPHCLL,310,NA,NA,NA
2014,BSAI,95,F,2,IPHCLL,310,NA,NA,NA
2014,BSAI,100,F,2,IPHCLL,310,NA,NA,NA
2014,CAN,45,F,3,IPHCLL,310,NA,NA,NA
2014,CAN,45,M,1,IPHCLL,310,NA,NA,NA
2014,CAN,50,F,17,IPHCLL,310,NA,NA,NA
2014,CAN,50,M,12,IPHCLL,310,NA,NA,NA
2014,CAN,55,F,35,IPHCLL,310,NA,NA,NA
2014,CAN,55,M,47,IPHCLL,310,NA,NA,NA
2014,CAN,60,F,34,IPHCLL,310,NA,NA,NA
2014,CAN,60,M,99,IPHCLL,310,NA,NA,NA
2014,CAN,65,F,44,IPHCLL,310,NA,NA,NA
2014,CAN,65,M,104,IPHCLL,310,NA,NA,NA
2014,CAN,70,F,39,IPHCLL,310,NA,NA,NA
2014,CAN,70,M,47,IPHCLL,310,NA,NA,NA
2014,CAN,75,F,85,IPHCLL,310,NA,NA,NA
2014,CAN,75,M,3,IPHCLL,310,NA,NA,NA
2014,CAN,80,F,86,IPHCLL,310,NA,NA,NA
2014,CAN,85,F,71,IPHCLL,310,NA,NA,NA
2014,CAN,90,F,28,IPHCLL,310,NA,NA,NA
2014,CAN,95,F,6,IPHCLL,310,NA,NA,NA
2014,GOA,50,F,4,IPHCLL,310,NA,NA,NA
2014,GOA,50,M,2,IPHCLL,310,NA,NA,NA
2014,GOA,55,F,53,IPHCLL,310,NA,NA,NA
2014,GOA,55,M,28,IPHCLL,310,NA,NA,NA
2014,GOA,60,F,156,IPHCLL,310,NA,NA,NA
2014,GOA,60,M,134,IPHCLL,310,NA,NA,NA
2014,GOA,65,F,247,IPHCLL,310,NA,NA,NA
2014,GOA,65,M,216,IPHCLL,310,NA,NA,NA
2014,GOA,70,F,244,IPHCLL,310,NA,NA,NA
2014,GOA,70,M,93,IPHCLL,310,NA,NA,NA
2014,GOA,75,F,241,IPHCLL,310,NA,NA,NA
2014,GOA,75,M,31,IPHCLL,310,NA,NA,NA
2014,GOA,80,F,190,IPHCLL,310,NA,NA,NA
2014,GOA,80,M,13,IPHCLL,310,NA,NA,NA
2014,GOA,85,F,148,IPHCLL,310,NA,NA,NA
2014,GOA,85,M,9,IPHCLL,310,NA,NA,NA
2014,GOA,90,F,70,IPHCLL,310,NA,NA,NA
2014,GOA,90,M,3,IPHCLL,310,NA,NA,NA
2014,GOA,95,F,16,IPHCLL,310,NA,NA,NA
2014,GOA,95,M,1,IPHCLL,310,NA,NA,NA
2014,GOA,100,F,28,IPHCLL,310,NA,NA,NA
2014,WC,40,F,1,IPHCLL,310,NA,NA,NA
2014,WC,40,M,2,IPHCLL,310,NA,NA,NA
2014,WC,45,M,1,IPHCLL,310,NA,NA,NA
2014,WC,50,M,3,IPHCLL,310,NA,NA,NA
2014,WC,55,F,2,IPHCLL,310,NA,NA,NA
2014,WC,55,M,10,IPHCLL,310,NA,NA,NA
2014,WC,60,F,7,IPHCLL,310,NA,NA,NA
2014,WC,60,M,11,IPHCLL,310,NA,NA,NA
2014,WC,65,F,17,IPHCLL,310,NA,NA,NA
2014,WC,65,M,20,IPHCLL,310,NA,NA,NA
2014,WC,70,F,30,IPHCLL,310,NA,NA,NA
2014,WC,70,M,12,IPHCLL,310,NA,NA,NA
2014,WC,75,F,58,IPHCLL,310,NA,NA,NA
2014,WC,75,M,1,IPHCLL,310,NA,NA,NA
2014,WC,80,F,72,IPHCLL,310,NA,NA,NA
2014,WC,85,F,68,IPHCLL,310,NA,NA,NA
2014,WC,90,F,25,IPHCLL,310,NA,NA,NA
2014,WC,95,F,3,IPHCLL,310,NA,NA,NA
2015,BSAI,55,F,1,IPHCLL,310,NA,NA,NA
2015,BSAI,60,M,1,IPHCLL,310,NA,NA,NA
2015,BSAI,75,F,2,IPHCLL,310,NA,NA,NA
2015,BSAI,80,F,3,IPHCLL,310,NA,NA,NA
2015,CAN,45,F,3,IPHCLL,310,NA,NA,NA
2015,CAN,45,M,1,IPHCLL,310,NA,NA,NA
2015,CAN,50,F,11,IPHCLL,310,NA,NA,NA
2015,CAN,50,M,3,IPHCLL,310,NA,NA,NA
2015,CAN,55,F,22,IPHCLL,310,NA,NA,NA
2015,CAN,55,M,28,IPHCLL,310,NA,NA,NA
2015,CAN,60,F,44,IPHCLL,310,NA,NA,NA
2015,CAN,60,M,69,IPHCLL,310,NA,NA,NA
2015,CAN,65,F,42,IPHCLL,310,NA,NA,NA
2015,CAN,65,M,83,IPHCLL,310,NA,NA,NA
2015,CAN,70,F,59,IPHCLL,310,NA,NA,NA
2015,CAN,70,M,47,IPHCLL,310,NA,NA,NA
2015,CAN,75,F,92,IPHCLL,310,NA,NA,NA
2015,CAN,75,M,13,IPHCLL,310,NA,NA,NA
2015,CAN,80,F,120,IPHCLL,310,NA,NA,NA
2015,CAN,80,M,8,IPHCLL,310,NA,NA,NA
2015,CAN,85,F,90,IPHCLL,310,NA,NA,NA
2015,CAN,85,M,2,IPHCLL,310,NA,NA,NA
2015,CAN,90,F,35,IPHCLL,310,NA,NA,NA
2015,CAN,95,F,2,IPHCLL,310,NA,NA,NA
2015,CAN,95,M,1,IPHCLL,310,NA,NA,NA
2015,CAN,100,F,1,IPHCLL,310,NA,NA,NA
2015,GOA,45,F,1,IPHCLL,310,NA,NA,NA
2015,GOA,50,F,3,IPHCLL,310,NA,NA,NA
2015,GOA,50,M,3,IPHCLL,310,NA,NA,NA
2015,GOA,55,F,57,IPHCLL,310,NA,NA,NA
2015,GOA,55,M,37,IPHCLL,310,NA,NA,NA
2015,GOA,60,F,169,IPHCLL,310,NA,NA,NA
2015,GOA,60,M,180,IPHCLL,310,NA,NA,NA
2015,GOA,65,F,208,IPHCLL,310,NA,NA,NA
2015,GOA,65,M,273,IPHCLL,310,NA,NA,NA
2015,GOA,70,F,199,IPHCLL,310,NA,NA,NA
2015,GOA,70,M,122,IPHCLL,310,NA,NA,NA
2015,GOA,75,F,157,IPHCLL,310,NA,NA,NA
2015,GOA,75,M,22,IPHCLL,310,NA,NA,NA
2015,GOA,80,F,131,IPHCLL,310,NA,NA,NA
2015,GOA,80,M,2,IPHCLL,310,NA,NA,NA
2015,GOA,85,F,90,IPHCLL,310,NA,NA,NA
2015,GOA,85,M,1,IPHCLL,310,NA,NA,NA
2015,GOA,90,F,49,IPHCLL,310,NA,NA,NA
2015,GOA,95,F,11,IPHCLL,310,NA,NA,NA
2015,GOA,100,F,4,IPHCLL,310,NA,NA,NA
2015,WC,40,F,3,IPHCLL,310,NA,NA,NA
2015,WC,40,M,2,IPHCLL,310,NA,NA,NA
2015,WC,45,F,5,IPHCLL,310,NA,NA,NA
2015,WC,45,M,2,IPHCLL,310,NA,NA,NA
2015,WC,50,F,1,IPHCLL,310,NA,NA,NA
2015,WC,55,F,4,IPHCLL,310,NA,NA,NA
2015,WC,55,M,4,IPHCLL,310,NA,NA,NA
2015,WC,60,F,3,IPHCLL,310,NA,NA,NA
2015,WC,60,M,12,IPHCLL,310,NA,NA,NA
2015,WC,65,F,8,IPHCLL,310,NA,NA,NA
2015,WC,65,M,29,IPHCLL,310,NA,NA,NA
2015,WC,70,F,24,IPHCLL,310,NA,NA,NA
2015,WC,70,M,10,IPHCLL,310,NA,NA,NA
2015,WC,75,F,46,IPHCLL,310,NA,NA,NA
2015,WC,75,M,2,IPHCLL,310,NA,NA,NA
2015,WC,80,F,77,IPHCLL,310,NA,NA,NA
2015,WC,85,F,61,IPHCLL,310,NA,NA,NA
2015,WC,85,M,1,IPHCLL,310,NA,NA,NA
2015,WC,90,F,22,IPHCLL,310,NA,NA,NA
2015,WC,95,F,4,IPHCLL,310,NA,NA,NA
2015,WC,100,F,1,IPHCLL,310,NA,NA,NA
2016,BSAI,70,F,1,IPHCLL,310,NA,NA,NA
2016,BSAI,70,M,1,IPHCLL,310,NA,NA,NA
2016,BSAI,80,F,1,IPHCLL,310,NA,NA,NA
2016,BSAI,85,NULL,1,IPHCLL,310,NA,NA,NA
2016,CAN,40,M,1,IPHCLL,310,NA,NA,NA
2016,CAN,45,F,1,IPHCLL,310,NA,NA,NA
2016,CAN,45,M,1,IPHCLL,310,NA,NA,NA
2016,CAN,50,F,12,IPHCLL,310,NA,NA,NA
2016,CAN,50,M,9,IPHCLL,310,NA,NA,NA
2016,CAN,55,F,30,IPHCLL,310,NA,NA,NA
2016,CAN,55,M,23,IPHCLL,310,NA,NA,NA
2016,CAN,60,F,35,IPHCLL,310,NA,NA,NA
2016,CAN,60,M,112,IPHCLL,310,NA,NA,NA
2016,CAN,65,F,34,IPHCLL,310,NA,NA,NA
2016,CAN,65,M,151,IPHCLL,310,NA,NA,NA
2016,CAN,70,F,29,IPHCLL,310,NA,NA,NA
2016,CAN,70,M,83,IPHCLL,310,NA,NA,NA
2016,CAN,75,F,34,IPHCLL,310,NA,NA,NA
2016,CAN,75,M,8,IPHCLL,310,NA,NA,NA
2016,CAN,80,F,54,IPHCLL,310,NA,NA,NA
2016,CAN,80,M,2,IPHCLL,310,NA,NA,NA
2016,CAN,85,F,65,IPHCLL,310,NA,NA,NA
2016,CAN,85,M,1,IPHCLL,310,NA,NA,NA
2016,CAN,90,F,19,IPHCLL,310,NA,NA,NA
2016,CAN,90,M,3,IPHCLL,310,NA,NA,NA
2016,CAN,95,F,4,IPHCLL,310,NA,NA,NA
2016,GOA,40,F,1,IPHCLL,310,NA,NA,NA
2016,GOA,50,F,6,IPHCLL,310,NA,NA,NA
2016,GOA,50,M,3,IPHCLL,310,NA,NA,NA
2016,GOA,55,F,35,IPHCLL,310,NA,NA,NA
2016,GOA,55,M,29,IPHCLL,310,NA,NA,NA
2016,GOA,60,F,156,IPHCLL,310,NA,NA,NA
2016,GOA,60,M,142,IPHCLL,310,NA,NA,NA
2016,GOA,65,F,280,IPHCLL,310,NA,NA,NA
2016,GOA,65,M,276,IPHCLL,310,NA,NA,NA
2016,GOA,70,F,297,IPHCLL,310,NA,NA,NA
2016,GOA,70,M,134,IPHCLL,310,NA,NA,NA
2016,GOA,75,F,204,IPHCLL,310,NA,NA,NA
2016,GOA,75,M,20,IPHCLL,310,NA,NA,NA
2016,GOA,80,F,120,IPHCLL,310,NA,NA,NA
2016,GOA,80,M,2,IPHCLL,310,NA,NA,NA
2016,GOA,85,F,76,IPHCLL,310,NA,NA,NA
2016,GOA,85,M,1,IPHCLL,310,NA,NA,NA
2016,GOA,90,F,32,IPHCLL,310,NA,NA,NA
2016,GOA,95,F,10,IPHCLL,310,NA,NA,NA
2016,GOA,100,F,3,IPHCLL,310,NA,NA,NA
2016,WC,50,F,1,IPHCLL,310,NA,NA,NA
2016,WC,55,F,4,IPHCLL,310,NA,NA,NA
2016,WC,55,M,5,IPHCLL,310,NA,NA,NA
2016,WC,60,F,2,IPHCLL,310,NA,NA,NA
2016,WC,60,M,14,IPHCLL,310,NA,NA,NA
2016,WC,65,F,5,IPHCLL,310,NA,NA,NA
2016,WC,65,M,31,IPHCLL,310,NA,NA,NA
2016,WC,70,F,12,IPHCLL,310,NA,NA,NA
2016,WC,70,M,17,IPHCLL,310,NA,NA,NA
2016,WC,75,F,9,IPHCLL,310,NA,NA,NA
2016,WC,75,M,11,IPHCLL,310,NA,NA,NA
2016,WC,80,F,33,IPHCLL,310,NA,NA,NA
2016,WC,80,M,1,IPHCLL,310,NA,NA,NA
2016,WC,85,F,20,IPHCLL,310,NA,NA,NA
2016,WC,90,F,12,IPHCLL,310,NA,NA,NA
2016,WC,95,F,4,IPHCLL,310,NA,NA,NA
2016,WC,100,F,2,IPHCLL,310,NA,NA,NA
2017,BSAI,70,F,1,IPHCLL,310,NA,NA,NA
2017,BSAI,70,M,1,IPHCLL,310,NA,NA,NA
2017,BSAI,80,F,1,IPHCLL,310,NA,NA,NA
2017,CAN,40,M,2,IPHCLL,310,NA,NA,NA
2017,CAN,45,F,1,IPHCLL,310,NA,NA,NA
2017,CAN,45,M,7,IPHCLL,310,NA,NA,NA
2017,CAN,50,F,23,IPHCLL,310,NA,NA,NA
2017,CAN,50,M,12,IPHCLL,310,NA,NA,NA
2017,CAN,55,F,31,IPHCLL,310,NA,NA,NA
2017,CAN,55,M,55,IPHCLL,310,NA,NA,NA
2017,CAN,60,F,29,IPHCLL,310,NA,NA,NA
2017,CAN,60,M,101,IPHCLL,310,NA,NA,NA
2017,CAN,65,F,27,IPHCLL,310,NA,NA,NA
2017,CAN,65,M,125,IPHCLL,310,NA,NA,NA
2017,CAN,70,F,28,IPHCLL,310,NA,NA,NA
2017,CAN,70,M,47,IPHCLL,310,NA,NA,NA
2017,CAN,75,F,53,IPHCLL,310,NA,NA,NA
2017,CAN,75,M,6,IPHCLL,310,NA,NA,NA
2017,CAN,80,F,74,IPHCLL,310,NA,NA,NA
2017,CAN,80,M,1,IPHCLL,310,NA,NA,NA
2017,CAN,85,F,64,IPHCLL,310,NA,NA,NA
2017,CAN,90,F,24,IPHCLL,310,NA,NA,NA
2017,CAN,95,F,4,IPHCLL,310,NA,NA,NA
2017,CAN,100,F,1,IPHCLL,310,NA,NA,NA
2017,GOA,45,F,2,IPHCLL,310,NA,NA,NA
2017,GOA,45,M,1,IPHCLL,310,NA,NA,NA
2017,GOA,50,F,6,IPHCLL,310,NA,NA,NA
2017,GOA,50,M,3,IPHCLL,310,NA,NA,NA
2017,GOA,55,F,37,IPHCLL,310,NA,NA,NA
2017,GOA,55,M,23,IPHCLL,310,NA,NA,NA
2017,GOA,60,F,146,IPHCLL,310,NA,NA,NA
2017,GOA,60,M,135,IPHCLL,310,NA,NA,NA
2017,GOA,65,F,247,IPHCLL,310,NA,NA,NA
2017,GOA,65,M,286,IPHCLL,310,NA,NA,NA
2017,GOA,70,F,343,IPHCLL,310,NA,NA,NA
2017,GOA,70,M,168,IPHCLL,310,NA,NA,NA
2017,GOA,75,F,279,IPHCLL,310,NA,NA,NA
2017,GOA,75,M,37,IPHCLL,310,NA,NA,NA
2017,GOA,80,F,158,IPHCLL,310,NA,NA,NA
2017,GOA,80,M,9,IPHCLL,310,NA,NA,NA
2017,GOA,85,F,65,IPHCLL,310,NA,NA,NA
2017,GOA,85,M,1,IPHCLL,310,NA,NA,NA
2017,GOA,90,F,52,IPHCLL,310,NA,NA,NA
2017,GOA,95,F,13,IPHCLL,310,NA,NA,NA
2017,GOA,100,F,7,IPHCLL,310,NA,NA,NA
2017,WC,45,F,8,IPHCLL,310,NA,NA,NA
2017,WC,45,M,2,IPHCLL,310,NA,NA,NA
2017,WC,50,F,24,IPHCLL,310,NA,NA,NA
2017,WC,50,M,10,IPHCLL,310,NA,NA,NA
2017,WC,55,F,28,IPHCLL,310,NA,NA,NA
2017,WC,55,M,17,IPHCLL,310,NA,NA,NA
2017,WC,60,F,25,IPHCLL,310,NA,NA,NA
2017,WC,60,M,42,IPHCLL,310,NA,NA,NA
2017,WC,65,F,17,IPHCLL,310,NA,NA,NA
2017,WC,65,M,33,IPHCLL,310,NA,NA,NA
